peak,T96h-Mac-Rep1,T96h-Mac-Rep2,T96h-Mac-Rep3,T96h-Neu-Rep1,T96h-Neu-Rep2,T96h-Neu-Rep3,T96h-Mon-Rep1,T96h-Mon-Rep2,T96h-Mon-Rep3
chr8_129449455_129449954,115,632,650,286,71,173,42,190,159
chr8_129484968_129485129,26,205,190,275,79,171,44,264,246
chr8_129489227_129489726,77,355,353,682,131,363,82,554,594
chr8_129510669_129510830,33,112,132,252,70,138,32,159,151
chr8_129535671_129536214,162,928,792,1483,249,835,178,859,945
chr8_129546794_129547293,92,458,451,884,170,484,125,693,793
chr8_129552470_129552631,37,186,182,192,53,122,65,302,357
chr8_129554609_129554778,37,204,214,166,42,108,30,164,172
chr8_129574186_129574355,28,131,136,99,24,55,11,62,53
chr8_129581565_129582604,187,754,784,1304,297,776,178,946,1017
chr8_129627029_129627528,56,384,397,111,40,67,18,59,48
chr8_129636088_129636587,196,1006,887,450,127,248,64,339,296
chr8_129666296_129666798,61,341,342,458,98,227,118,641,853
chr8_129676747_129677246,372,2320,2370,275,72,131,41,209,251
chr8_129681891_129682432,125,620,570,1192,252,603,98,641,633
chr8_129939569_129940068,16,72,60,40,2,16,3,61,57
chr8_129973342_129973841,13,20,41,7,0,8,1,24,38
chr8_130045603_130046102,9,58,69,15,7,16,3,29,34
chr8_130206401_130206900,6,26,20,8,4,3,1,11,14
chr8_130277554_130278053,9,35,32,2,2,1,1,6,3
chr8_130278936_130279435,11,53,45,4,3,1,1,8,15
chr8_130284373_130284872,13,46,34,3,0,2,3,14,8
chr8_130358740_130359239,8,33,29,31,1,11,3,21,24
chr8_130490910_130491766,19,100,103,18,2,6,4,10,7
chr8_131036859_131037358,10,21,20,7,1,4,2,10,14
chr8_131660671_131661170,10,98,64,12,1,13,4,35,35
chr8_131816019_131816815,25,111,91,14,4,9,9,59,68
chr8_131827457_131827956,13,86,71,5,1,6,6,27,51
chr8_131856667_131857234,29,194,182,10,2,7,11,67,58
chr8_131903725_131904649,43,213,128,43,7,17,13,48,47
chr8_131936123_131936622,7,31,27,6,2,3,2,4,7
chr8_132520490_132520989,7,28,21,3,1,4,0,3,4
chr8_132703464_132703963,16,52,68,3,2,4,0,5,6
chr8_132760433_132760932,10,44,25,9,6,8,5,28,39
chr8_132774931_132775708,20,95,74,47,8,26,7,53,55
chr8_132895416_132896063,9,54,66,15,2,23,14,62,78
chr8_132920553_132921052,11,51,67,5,7,5,3,10,10
chr8_132965916_132966415,7,16,24,3,0,2,2,4,9
chr8_133046215_133046714,10,49,37,5,1,5,2,8,6
chr8_133047388_133047887,8,51,30,6,3,8,4,4,11
chr8_133062279_133062966,21,85,69,22,2,12,3,25,20
chr8_133081496_133081995,13,51,35,15,3,16,3,35,37
chr8_133082298_133082797,8,27,34,10,3,4,5,24,18
chr8_133139283_133139874,14,91,88,22,6,17,7,33,34
chr8_133150124_133150890,12,60,55,21,11,27,12,44,57
chr8_133209241_133209740,10,18,18,21,6,5,7,9,12
chr8_133216430_133216935,8,28,43,23,7,10,9,27,47
chr8_133245677_133246176,22,92,98,7,4,5,5,31,36
chr8_133256791_133257343,8,51,60,18,3,5,0,9,12
chr8_133296885_133297944,53,221,155,178,17,71,27,151,181
chr8_133320367_133320866,14,55,59,10,0,7,1,4,4
chr8_133526459_133527045,12,81,92,32,7,20,13,49,62
chr8_133571756_133572467,23,89,82,69,10,23,16,79,58
chr8_133645125_133645634,16,83,90,12,2,9,7,40,39
chr8_133651811_133652310,7,34,30,4,1,1,3,12,12
chr8_133688880_133689379,9,27,31,9,2,6,3,6,13
chr8_133826444_133826943,11,45,51,8,2,7,3,7,11
chr8_133919428_133919927,14,52,53,18,1,8,4,33,48
chr8_133976472_133976971,7,27,20,3,0,4,1,8,7
chr8_134501069_134501568,10,49,26,8,2,6,0,9,4
chr8_134542780_134543279,16,82,80,6,5,3,3,14,7
chr8_134598443_134598942,10,32,34,15,2,11,1,20,26
chr8_134691175_134691674,8,31,28,17,9,11,4,25,19
chr8_134712327_134713466,28,172,148,155,19,66,12,92,122
chr8_134832009_134832820,44,221,152,143,14,74,20,161,162
chr8_134976806_134977424,12,27,23,16,4,22,7,22,23
chr8_135228506_135229005,19,71,57,7,1,1,3,29,19
chr8_135456659_135457158,9,52,47,13,4,14,4,19,24
chr8_135568286_135568785,7,31,21,37,15,21,4,26,23
chr8_136088836_136089335,8,40,33,7,4,11,1,12,15
chr8_136296452_136296951,10,34,30,7,3,5,3,10,5
chr8_136446154_136446653,12,47,36,7,1,7,0,4,4
chr8_136487419_136487918,10,36,36,7,1,2,2,7,5
chr8_137172872_137173472,31,146,111,18,4,6,8,46,36
chr8_137492758_137493257,6,37,45,19,3,3,3,31,19
chr8_137982982_137983568,12,44,47,18,0,13,14,40,27
chr8_138191907_138192419,17,74,56,18,4,16,12,60,103
chr8_138381750_138382249,9,60,45,10,2,5,0,3,6
chr8_138680047_138680546,10,51,39,5,2,4,2,16,7
chr8_138727308_138727807,5,39,33,19,9,22,8,24,19
chr8_139705600_139706099,10,62,67,14,4,18,1,25,26
chr8_140049997_140050496,10,43,39,11,2,5,2,29,33
chr8_140099001_140099500,10,38,34,19,6,17,2,18,26
chr8_140457468_140458393,9,65,56,68,10,32,11,72,60
chr8_140464175_140464775,26,161,143,137,15,59,12,119,108
chr8_140510854_140511607,24,121,99,121,9,48,11,101,65
chr8_140511663_140512314,17,128,101,107,7,41,17,114,92
chr8_140596941_140597440,15,81,93,17,6,8,5,31,35
chr8_141127953_141128766,9,61,46,65,8,27,12,70,59
chr8_141137716_141138215,7,65,46,23,4,9,5,28,38
chr8_141206585_141207200,11,31,35,16,8,11,3,15,16
chr8_141208736_141209235,12,37,50,28,7,9,7,37,34
chr8_141278020_141279023,11,46,53,30,7,25,12,44,31
chr8_141327356_141327855,4,28,28,10,3,9,4,24,19
chr8_141874002_141874505,11,20,26,34,14,20,7,25,26
chr8_142030787_142031286,1,6,16,11,0,5,7,24,31
chr8_142403044_142403543,7,33,25,21,7,13,8,30,13
chr8_142548582_142548751,3,10,12,6,0,1,2,2,1
chr8_142726557_142727515,13,78,57,71,21,28,13,69,38
chr8_142739278_142739777,16,36,36,19,6,13,7,21,17
chr8_143267189_143267688,9,52,39,25,4,14,0,24,12
chr8_143291152_143291651,9,47,55,40,6,19,4,25,28
chr8_143334444_143334943,10,43,22,42,9,13,2,44,31
chr8_143368490_143368989,13,88,88,77,9,33,8,100,73
chr8_143430660_143431159,12,50,51,54,9,25,8,64,31
chr8_143541167_143541666,15,54,40,72,8,22,6,49,47
chr8_143597229_143597728,11,46,19,53,1,8,5,43,24
chr8_143617376_143617875,8,16,23,18,3,8,3,17,13
chr8_143829060_143829682,22,99,71,97,12,44,10,92,86
chr8_143928227_143928877,19,90,75,117,6,49,11,146,98
chr8_143942536_143943035,14,56,40,16,4,13,5,17,21
chr8_143948463_143948962,13,55,72,10,2,8,3,43,41
chr8_144078216_144078846,15,81,64,142,18,55,10,108,134
chr8_144082317_144082816,15,50,45,36,15,12,3,25,35
chr8_144094673_144095172,11,38,46,59,8,37,4,51,46
chr8_144104073_144104702,14,103,97,116,21,65,20,113,116
chr8_144104852_144105021,4,29,23,14,0,5,2,12,17
chr8_144137138_144137934,13,60,59,72,17,33,10,62,47
chr8_144147566_144148352,23,110,77,146,19,53,14,112,93
chr8_144326540_144327156,12,91,72,90,14,49,11,85,54
chr8_144373617_144374307,19,80,60,78,12,30,19,68,47
chr8_144409162_144409661,13,58,42,30,4,22,7,34,8
chr8_144508290_144509210,20,94,88,140,14,41,14,102,65
chr8_144517696_144518213,14,89,65,53,9,25,16,63,45
chr8_144522132_144522655,13,58,75,51,8,16,8,62,60
chr8_144786576_144787549,18,71,92,43,10,30,11,69,78
chr8_144792114_144792722,14,85,75,71,7,30,12,61,44
chr8_144826961_144827683,19,86,68,154,12,58,15,112,108
chr8_144852854_144853783,18,75,61,42,6,25,9,30,36
chr8_144901200_144902482,30,161,165,129,29,60,22,98,94
chr8_KI270813v1_alt_219979_220148,chr8_KI270813v1_alt_219979_220148,0,0,0,0,0,0,0,0
chr8_KI270816v1_alt_31206_31813,chr8_KI270816v1_alt_31206_31813,0,0,0,0,0,0,0,0
chr8_KI270816v1_alt_87260_87759,chr8_KI270816v1_alt_87260_87759,0,0,0,0,0,0,0,0
chr8_KI270816v1_alt_99465_99964,chr8_KI270816v1_alt_99465_99964,0,0,0,0,0,0,0,0
chr8_KI270818v1_alt_12647_13146,chr8_KI270818v1_alt_12647_13146,0,0,0,0,0,0,0,0
chr8_KI270821v1_alt_901695_902194,chr8_KI270821v1_alt_901695_902194,0,0,0,0,0,0,0,0
chr8_KI270926v1_alt_158052_158753,chr8_KI270926v1_alt_158052_158753,0,0,0,0,0,0,0,0
chr8_KI270926v1_alt_168184_168683,chr8_KI270926v1_alt_168184_168683,0,0,0,0,0,0,0,0
chr9_214599_215312,14,104,68,61,10,24,14,69,58
chr9_272667_273166,9,16,17,16,5,10,1,21,18
chr9_297028_297932,15,141,135,33,11,23,16,75,90
chr9_469877_470540,14,68,55,61,0,17,9,40,50
chr9_504018_504829,13,63,39,29,5,15,5,32,19
chr9_613695_614194,14,81,77,15,6,23,3,29,49
chr9_706875_707374,10,43,40,20,4,12,4,28,20
chr9_755648_756460,14,74,58,23,5,8,11,50,48
chr9_762200_762699,11,52,38,12,5,3,2,12,8
chr9_763984_764483,9,65,54,26,7,18,4,40,40
chr9_1458519_1459018,7,42,48,4,1,4,0,6,12
chr9_2014940_2015565,54,231,213,89,15,53,15,173,122
chr9_2017580_2017749,7,40,27,26,2,15,9,26,22
chr9_2241969_2242138,5,19,11,9,3,7,1,15,5
chr9_2570600_2571132,20,119,121,9,4,11,7,52,70
chr9_2598676_2599175,8,40,39,8,3,3,1,6,8
chr9_2621199_2621698,12,41,38,24,7,14,3,33,38
chr9_2704491_2704990,7,21,18,11,2,3,0,20,32
chr9_2843780_2844447,32,161,137,120,15,50,20,139,139
chr9_3245192_3245691,7,46,39,5,5,3,2,23,17
chr9_3525776_3526953,26,134,122,69,14,51,14,94,104
chr9_3576327_3576826,16,61,51,12,2,13,7,25,42
chr9_4293275_4293774,8,39,38,9,2,4,0,17,15
chr9_4662086_4662884,12,65,56,30,9,10,11,34,37
chr9_4679222_4679721,11,68,67,57,6,24,7,63,49
chr9_4792535_4793187,28,182,159,133,24,47,17,134,149
chr9_4984446_4985426,42,199,162,101,28,55,20,113,111
chr9_5437534_5438114,21,105,97,70,12,29,9,62,64
chr9_5450144_5450643,8,37,36,22,5,6,5,17,16
chr9_5628466_5629187,21,119,111,88,12,55,16,98,96
chr9_5832799_5833298,8,51,44,27,9,16,4,45,32
chr9_5851480_5851979,9,52,59,4,6,7,5,27,45
chr9_6006853_6007609,21,77,68,66,7,29,9,51,69
chr9_6008319_6008818,10,39,36,40,6,26,8,64,62
chr9_6412640_6413452,23,133,99,91,9,46,7,103,117
chr9_6681041_6681587,29,158,129,93,8,32,15,115,137
chr9_6703790_6704376,37,130,133,44,11,28,24,51,71
chr9_6757335_6758317,44,260,207,153,20,61,24,153,143
chr9_7081171_7081670,12,50,39,4,2,1,3,9,28
chr9_7150092_7150591,20,134,91,32,3,8,4,23,45
chr9_7216066_7216565,9,41,23,7,3,0,4,8,26
chr9_7799327_7800086,13,81,63,29,7,18,5,27,51
chr9_7828321_7828820,3,33,33,6,0,0,8,39,22
chr9_7967090_7967876,9,50,37,20,7,16,12,63,88
chr9_7976311_7976899,26,106,93,34,4,32,9,76,85
chr9_8653705_8654204,5,26,26,26,4,12,10,34,39
chr9_8660435_8660934,5,60,43,31,1,23,6,31,55
chr9_9606657_9607156,10,30,25,7,1,2,0,13,20
chr9_10268660_10269159,11,36,23,6,3,3,2,9,10
chr9_10612446_10613149,9,55,29,26,3,11,6,26,25
chr9_12784394_12784893,11,51,68,5,1,3,4,19,16
chr9_13942699_13943198,9,58,53,3,0,0,0,1,1
chr9_13963250_13963749,8,39,31,2,0,4,1,4,0
chr9_14322299_14322798,10,52,36,19,2,7,3,27,21
chr9_15422426_15422982,15,102,97,63,10,48,12,88,90
chr9_15510752_15511481,12,58,49,45,8,27,11,48,47
chr9_15552750_15553249,14,73,44,24,4,16,1,29,33
chr9_16884784_16885423,14,71,58,15,3,8,3,44,43
chr9_18056172_18056671,6,26,22,9,0,5,2,9,11
chr9_19049061_19049641,11,101,54,31,9,25,8,57,57
chr9_19102725_19103224,7,42,37,28,3,13,8,37,32
chr9_19230298_19230983,9,67,46,35,6,13,1,29,22
chr9_19748590_19749089,10,24,21,3,0,3,3,29,24
chr9_20622354_20622853,8,25,24,27,2,12,3,28,33
chr9_20683937_20684749,12,77,58,50,4,19,9,60,62
chr9_20989789_20990288,10,36,35,4,0,3,5,27,25
chr9_21334952_21335451,9,38,33,22,5,16,3,26,41
chr9_21964818_21965804,14,42,37,30,5,13,7,30,36
chr9_22009073_22009572,17,52,40,27,2,12,5,28,24
chr9_22148008_22148598,16,76,64,4,0,0,3,6,5
chr9_23581818_23582406,10,60,36,12,1,7,8,70,60
chr9_25678035_25678534,6,43,19,11,1,6,4,21,20
chr9_26892186_26892977,22,62,60,37,6,18,7,40,53
chr9_26946969_26947509,18,52,51,44,5,17,12,41,50
chr9_26956108_26956607,11,57,46,23,6,18,6,37,24
chr9_27572561_27574110,43,229,192,93,9,41,17,133,133
chr9_31210976_31211475,9,69,36,12,3,12,4,56,68
chr9_32550768_32551365,7,70,46,49,8,26,10,58,69
chr9_32552049_32552834,11,67,54,33,7,17,9,57,59
chr9_32596472_32597153,10,46,55,9,4,6,3,14,11
chr9_32728178_32728677,9,57,51,18,0,9,6,49,55
chr9_32866128_32866797,30,122,147,10,8,4,3,16,10
chr9_33001317_33001816,8,81,54,51,6,23,6,69,66
chr9_33024871_33025698,22,149,110,159,23,51,26,117,127
chr9_33076491_33076990,6,54,63,45,5,18,9,39,57
chr9_33125827_33126326,6,54,48,7,0,4,4,12,9
chr9_33166834_33167789,19,109,86,122,13,46,19,83,101
chr9_33226866_33227365,6,14,16,22,4,14,11,36,39
chr9_33264437_33265178,11,81,46,92,15,43,11,80,84
chr9_33290132_33290752,25,130,99,149,20,59,24,140,160
chr9_33446654_33447373,12,80,105,17,4,12,4,15,21
chr9_33473727_33474268,20,81,79,88,19,49,11,88,72
chr9_33721977_33722476,5,30,21,26,14,19,3,37,17
chr9_33816465_33817253,18,94,77,84,13,29,14,80,95
chr9_34048704_34049524,39,153,138,167,22,54,26,123,161
chr9_34123741_34123910,4,16,9,3,1,3,1,10,3
chr9_34126425_34126924,7,46,33,30,8,23,6,33,45
chr9_34178669_34179289,10,60,70,60,15,35,8,78,57
chr9_34329073_34329708,31,182,143,172,18,84,26,168,174
chr9_34376728_34377323,19,102,86,43,15,20,13,48,47
chr9_34458353_34458881,14,85,65,74,17,42,14,78,80
chr9_34522761_34523260,2,33,29,28,9,25,8,20,39
chr9_34620314_34620813,4,34,35,19,5,14,10,31,21
chr9_34637344_34638115,12,88,82,60,16,20,17,60,56
chr9_34646286_34646785,11,28,41,32,6,16,7,20,30
chr9_34666047_34666216,8,16,17,7,4,4,2,19,11
chr9_34989275_34989861,20,119,122,80,21,32,13,99,96
chr9_35071837_35072336,9,42,50,49,7,26,9,40,31
chr9_35072398_35073013,16,89,85,102,22,37,16,87,86
chr9_35079532_35080288,15,81,60,70,13,35,13,49,46
chr9_35095942_35096914,14,64,59,38,17,28,10,52,44
chr9_35103010_35103509,6,40,32,35,6,9,8,35,36
chr9_35115727_35116226,5,57,38,52,11,22,12,61,45
chr9_35116759_35117258,11,21,42,19,6,19,4,18,22
chr9_35161741_35162311,13,50,57,73,13,29,4,77,56
chr9_35489415_35489914,9,22,30,9,1,7,7,7,16
chr9_35519070_35519733,13,32,49,5,5,5,2,5,7
chr9_35603880_35604575,37,149,98,116,27,58,18,153,138
chr9_35646659_35647169,12,40,26,31,6,16,10,38,22
chr9_35657604_35658625,33,170,179,187,28,51,11,154,172
chr9_35664776_35665275,9,24,19,21,0,15,4,15,22
chr9_35732098_35732731,26,162,165,142,29,63,15,136,144
chr9_35749040_35749555,4,37,27,17,8,10,2,20,15
chr9_35814861_35815639,19,97,124,107,16,49,17,90,91
chr9_36127763_36128262,1,12,13,12,0,5,10,22,20
chr9_36151570_36152149,9,46,40,8,2,7,8,32,36
chr9_36166495_36166994,1,19,20,21,5,5,5,18,16
chr9_36190489_36191145,22,116,112,95,12,42,20,81,99
chr9_36258222_36258721,4,65,46,43,12,21,7,40,34
chr9_36400369_36401227,19,117,92,130,9,38,19,99,87
chr9_37027549_37028048,9,33,47,48,11,29,7,27,30
chr9_37079289_37080143,24,138,107,87,19,36,11,88,99
chr9_37119925_37120770,33,132,144,146,24,49,15,120,108
chr9_37422338_37422963,17,81,66,51,12,21,2,60,46
chr9_37465163_37466084,39,216,179,194,24,99,38,178,192
chr9_37485563_37486062,22,68,49,50,4,31,4,58,49
chr9_37592349_37592848,12,40,38,35,9,19,4,26,36
chr9_37784532_37785327,12,70,81,54,9,24,5,39,49
chr9_37800530_37801503,15,57,61,38,13,31,11,29,42
chr9_37903797_37904296,17,76,72,42,10,24,6,40,39
chr9_37913475_37913974,6,35,32,21,10,19,4,40,27
chr9_37947875_37948374,13,37,47,9,4,4,2,5,5
chr9_37994830_37995329,13,68,78,12,2,9,2,37,57
chr9_38008098_38008597,15,52,71,11,1,14,2,17,22
chr9_38226904_38227598,16,67,87,3,2,10,5,23,16
chr9_38392364_38392863,10,43,42,29,8,10,6,37,28
chr9_38620382_38620881,7,21,17,19,4,7,8,18,18
chr9_38639443_38639942,8,35,33,12,1,4,3,11,10
chr9_38949402_38950187,32,176,153,22,1,10,10,37,35
chr9_39464247_39464849,23,122,88,45,9,30,8,62,72
chr9_40991507_40992513,34,166,174,59,8,30,13,93,88
chr9_41229583_41230314,16,56,55,60,29,41,22,55,59
chr9_62802423_62802922,16,57,39,26,2,19,5,30,46
chr9_62838241_62838740,10,33,30,22,10,10,7,28,34
chr9_63817248_63817747,16,68,56,49,9,23,6,39,41
chr9_63823358_63824025,17,50,37,39,17,26,8,36,25
chr9_66900416_66900915,15,105,85,43,4,18,7,51,61
chr9_67349205_67349704,9,21,23,14,5,6,7,16,11
chr9_67413974_67414473,22,136,125,8,1,10,4,41,30
chr9_67424778_67425277,11,24,34,11,3,6,3,11,10
chr9_68546431_68546930,14,93,63,14,5,11,5,24,38
chr9_68704889_68705563,14,61,49,44,16,27,10,65,49
chr9_68779660_68780355,28,201,118,103,10,48,20,97,114
chr9_69035487_69036239,21,100,68,36,8,27,6,66,45
chr9_69173880_69174860,20,93,80,35,9,15,5,31,18
chr9_69175106_69175275,7,12,15,0,0,2,1,2,5
chr9_69264409_69264908,32,152,151,12,4,6,7,20,29
chr9_69273099_69273598,6,23,17,9,2,3,2,8,4
chr9_69324874_69325373,9,17,21,11,2,5,3,10,12
chr9_69672757_69673256,15,44,47,22,4,12,4,40,26
chr9_69759482_69760333,35,166,106,64,12,43,16,115,81
chr9_69822266_69822765,10,29,30,16,2,5,1,10,6
chr9_70258609_70259407,22,149,115,73,20,29,14,88,89
chr9_70398060_70398641,12,44,39,15,3,5,6,21,29
chr9_70406504_70407003,10,54,41,5,1,2,3,7,8
chr9_70413819_70414363,17,68,67,44,7,23,10,35,48
chr9_70418717_70419874,50,273,227,84,13,41,34,147,138
chr9_70420136_70420297,4,19,27,8,1,6,5,20,21
chr9_70466809_70467308,15,103,98,2,2,1,1,25,23
chr9_70525439_70525938,8,26,27,4,2,0,6,11,20
chr9_70563228_70564156,20,125,118,37,7,36,14,75,90
chr9_70577204_70577703,11,34,29,4,4,3,3,18,14
chr9_71647276_71647775,3,34,29,18,3,4,8,34,28
chr9_71683744_71684243,12,34,24,7,2,5,1,12,17
chr9_71768400_71769094,21,100,75,62,12,34,11,99,94
chr9_71910984_71911638,57,312,270,211,32,136,28,254,251
chr9_72305048_72305547,18,126,141,48,7,29,10,63,93
chr9_72364736_72365639,27,196,157,88,15,51,21,120,87
chr9_72526882_72527896,8,75,72,28,8,15,17,73,80
chr9_72586742_72587241,8,45,43,8,3,7,2,38,46
chr9_72734642_72735141,8,41,29,10,7,9,5,23,31
chr9_73132191_73132690,9,34,24,18,5,11,6,28,48
chr9_73153913_73154412,9,70,36,3,4,2,3,5,10
chr9_73220134_73220722,14,105,84,24,3,8,18,125,129
chr9_73230209_73230708,16,112,82,8,1,3,2,24,31
chr9_73270976_73271475,8,38,29,7,3,5,6,51,67
chr9_73369977_73370476,6,40,45,4,2,1,3,12,23
chr9_73437815_73438769,24,122,106,20,4,14,7,48,57
chr9_73869168_73869670,24,210,196,14,0,8,11,112,96
chr9_74952634_74953133,7,67,47,36,5,29,5,55,41
chr9_75027611_75028748,42,265,175,243,23,103,37,250,233
chr9_75088078_75088665,21,92,76,65,7,36,10,74,62
chr9_75120619_75121118,13,76,91,12,3,10,4,35,37
chr9_75142155_75142654,2,27,37,23,4,14,8,33,21
chr9_75149853_75150352,7,30,26,5,1,3,2,10,20
chr9_75197546_75198045,12,58,47,6,4,2,0,5,4
chr9_75455409_75455908,18,79,60,7,1,5,5,15,13
chr9_76393953_76395109,31,130,119,83,12,52,19,89,91
chr9_76458981_76459492,16,43,52,52,9,24,8,51,57
chr9_76576268_76576767,3,32,20,15,4,8,7,28,34
chr9_76687806_76688457,14,66,61,20,1,4,11,31,26
chr9_77177105_77177604,17,125,84,90,9,29,8,74,82
chr9_77709550_77710049,4,24,29,15,6,10,4,30,40
chr9_77977339_77977838,10,48,42,19,3,12,1,30,24
chr9_77977988_77978487,12,39,38,7,1,3,2,11,9
chr9_78023003_78023502,13,35,31,6,5,5,4,21,22
chr9_78235756_78236311,18,57,49,30,4,12,10,34,48
chr9_78296791_78297297,18,104,101,42,15,28,4,79,85
chr9_78821065_78821564,11,37,28,19,2,8,3,16,22
chr9_79571354_79571944,75,456,365,263,33,146,43,324,314
chr9_79583795_79584468,16,112,107,45,2,24,13,74,85
chr9_79623722_79624654,48,245,185,32,6,29,12,93,101
chr9_79701649_79702148,8,30,35,19,3,16,2,27,49
chr9_79868737_79869261,17,74,83,35,1,23,7,81,83
chr9_81113221_81113861,21,79,70,46,10,35,15,117,103
chr9_81689696_81690195,20,172,122,49,4,37,6,53,60
chr9_81737672_81738171,18,116,86,7,3,6,2,21,24
chr9_82247247_82247746,3,44,40,14,0,8,11,55,48
chr9_82540152_82540651,9,26,35,5,2,2,2,5,7
chr9_83299550_83300049,8,54,67,7,3,4,3,18,21
chr9_83538144_83538877,20,117,107,39,11,25,10,55,50
chr9_83707426_83708574,23,148,101,110,11,55,21,121,103
chr9_83921168_83921860,19,97,80,38,11,26,15,61,71
chr9_83955985_83956484,5,25,30,12,5,10,7,22,29
chr9_83980041_83980847,26,179,165,114,21,55,18,108,137
chr9_84331296_84331465,2,8,9,2,0,0,1,2,2
chr9_84371726_84372228,12,74,47,9,4,4,8,25,29
chr9_84615571_84616070,9,46,35,9,5,10,6,22,29
chr9_85522310_85523227,11,47,38,34,8,12,2,30,21
chr9_85741655_85742343,15,101,52,83,10,31,11,86,70
chr9_85805486_85805985,9,26,26,13,1,7,0,19,13
chr9_85940594_85941521,48,255,193,213,15,90,30,236,210
chr9_86106766_86107265,14,57,50,1,0,2,3,13,13
chr9_86281946_86282796,27,131,107,50,11,36,10,64,67
chr9_86282855_86283354,14,64,37,13,2,8,3,13,13
chr9_86354017_86354727,26,113,98,79,12,32,10,67,89
chr9_86405863_86406362,8,54,69,3,1,2,4,4,4
chr9_86766766_86767265,28,106,88,9,1,5,5,45,31
chr9_86948349_86948848,8,22,21,12,2,7,2,15,7
chr9_87497345_87497854,7,25,23,3,2,6,0,13,8
chr9_87516192_87516691,12,41,50,10,2,15,1,31,34
chr9_87713483_87713982,15,106,98,3,0,0,5,39,34
chr9_87725826_87726764,21,101,75,42,11,20,9,31,32
chr9_87792686_87793185,9,65,80,26,4,13,5,58,64
chr9_87974290_87974920,33,145,105,82,12,46,12,74,89
chr9_88387625_88388904,22,124,79,57,6,23,14,73,62
chr9_88389022_88389191,6,8,11,7,2,1,2,6,7
chr9_88781746_88782245,11,29,29,17,2,8,2,13,19
chr9_88923521_88924153,19,75,94,19,5,10,7,54,58
chr9_89310617_89311307,36,281,194,260,37,102,39,222,225
chr9_89318165_89318990,32,187,118,124,18,53,11,130,122
chr9_89388237_89388761,11,49,39,39,7,17,7,44,38
chr9_89440480_89440979,17,71,53,6,3,8,2,31,39
chr9_89556454_89557098,10,33,33,10,3,7,7,23,20
chr9_89604659_89605158,11,62,57,21,4,6,3,25,24
chr9_89605807_89605976,6,19,26,6,1,2,0,4,5
chr9_89969205_89969704,10,20,28,8,0,2,2,0,5
chr9_90801454_90801963,11,36,30,27,6,16,12,27,21
chr9_90827203_90827702,8,35,28,13,4,10,5,15,17
chr9_91146505_91147004,14,51,54,7,3,9,1,12,14
chr9_91151599_91152098,14,51,47,10,0,2,1,3,6
chr9_91164652_91165151,4,22,29,12,6,11,8,30,23
chr9_91192985_91193484,11,52,47,10,3,7,9,18,13
chr9_91361624_91362132,8,30,31,19,14,14,3,27,11
chr9_91423816_91424855,22,95,84,44,19,27,10,61,59
chr9_92115203_92115781,8,46,47,50,13,28,10,39,27
chr9_92293550_92294066,19,82,62,47,8,23,11,75,91
chr9_92325091_92326175,30,136,89,90,29,49,30,82,83
chr9_92669846_92670504,22,123,87,102,18,30,7,100,87
chr9_92764691_92765270,15,102,85,83,11,40,4,76,76
chr9_92877847_92878426,14,57,64,46,6,27,10,38,56
chr9_92917125_92917624,9,48,30,18,5,14,3,8,13
chr9_93064499_93064998,10,49,46,24,9,16,4,22,28
chr9_93095327_93096318,32,174,166,182,29,76,20,185,158
chr9_93098680_93098849,10,30,36,2,2,2,2,15,27
chr9_93119756_93120406,10,91,95,57,10,30,17,78,95
chr9_93566310_93566817,12,65,65,45,4,21,9,56,48
chr9_94030482_94031043,9,66,58,24,5,22,10,44,42
chr9_94165780_94166436,34,208,154,158,23,70,25,173,139
chr9_94166530_94167091,18,81,80,91,5,35,18,92,86
chr9_94300512_94301011,11,42,31,14,5,8,4,2,7
chr9_94374170_94374708,18,85,87,81,13,33,10,80,64
chr9_94554261_94554760,7,48,33,33,4,14,5,20,22
chr9_94639024_94640151,17,90,86,42,10,28,17,45,44
chr9_94654162_94654661,11,106,81,9,2,5,3,11,16
chr9_94726427_94726928,17,96,69,89,7,30,10,92,80
chr9_95317170_95317985,17,47,48,33,6,19,6,47,31
chr9_95875303_95876229,27,152,108,78,16,54,12,96,77
chr9_96418224_96419340,36,200,131,169,25,82,23,169,172
chr9_96449637_96450333,27,115,91,55,11,29,14,79,51
chr9_96646252_96646751,7,37,34,14,2,5,2,14,22
chr9_96654413_96654912,15,92,70,11,2,11,1,16,4
chr9_96655374_96655543,8,19,13,7,0,5,1,7,8
chr9_96777856_96778414,11,73,53,21,6,8,6,26,36
chr9_96854222_96854844,15,72,52,36,13,14,7,48,39
chr9_96883874_96884373,9,54,49,4,5,5,2,7,7
chr9_96884381_96884881,20,99,106,2,1,1,1,12,8
chr9_97013438_97013977,13,61,47,45,12,25,5,42,41
chr9_97238188_97238687,11,54,62,39,5,16,7,38,41
chr9_97362739_97363238,10,65,57,12,0,9,2,11,8
chr9_97411584_97412083,9,61,41,49,8,22,3,44,36
chr9_97501854_97502023,3,7,10,3,2,0,0,1,2
chr9_97633138_97633872,42,260,223,183,26,82,29,178,173
chr9_97696966_97697646,17,75,61,42,11,22,6,43,44
chr9_97876677_97877176,22,90,103,12,3,12,5,37,50
chr9_97906205_97906704,12,50,53,8,5,6,4,16,30
chr9_97921951_97922745,32,118,72,138,16,66,27,134,139
chr9_97982873_97983372,10,53,46,39,10,24,4,44,28
